invoice_id,client_id,invoice_amount,invoice_issue_date,invoice_due_date,paid_date,payment_status,delay_days,payment_time,invoice_age,days_until_due,rolling_delay_mean,rolling_delay_std,client_avg_delay,client_max_delay,client_total_invoices,client_avg_invoice_value,client_late_payment_ratio,client_payment_frequency,client_name,industry
INV00125,C013,132200.0,2025-04-01,2025-05-01,2025-04-28,paid,-3.0,27.0,345,-315,-1.0,4.301162633521323,5.88,36.0,25,93752.0,0.44,24.0,Client_N_13,Technology
INV00846,C013,23900.0,2025-04-07,2025-05-22,2025-05-22,paid,0.0,45.0,339,-294,0.0,3.674234614174779,5.88,36.0,25,93752.0,0.44,24.0,Client_N_13,Technology
INV00017,C013,19900.0,2025-06-05,2025-08-04,2025-09-05,overdue,32.0,92.0,280,-220,6.0,14.949916387726056,5.88,36.0,25,93752.0,0.44,24.0,Client_N_13,Technology
INV00888,C013,62300.0,2025-08-23,2025-09-22,2025-09-18,paid,-4.0,26.0,201,-171,4.2,15.626899884494048,5.88,36.0,25,93752.0,0.44,24.0,Client_N_13,Technology
INV00744,C013,68300.0,2025-10-09,2025-12-08,,pending,,,154,-94,6.25,17.250603854165032,5.88,36.0,25,93752.0,0.44,24.0,Client_N_13,Technology
INV01197,C013,198000.0,2025-10-14,2025-10-29,2025-10-24,paid,-5.0,10.0,149,-134,5.75,17.632829230349472,5.88,36.0,25,93752.0,0.44,24.0,Client_N_13,Technology
INV00883,C014,143400.0,2024-02-08,2024-02-23,2024-02-24,overdue,1.0,16.0,763,-748,1.0,0.0,-0.07,48.0,27,105462.96,0.11,23.92,Client_O_14,Healthcare
INV00966,C014,28900.0,2024-02-20,2024-03-21,2024-03-20,paid,-1.0,29.0,751,-721,0.0,1.4142135623730951,-0.07,48.0,27,105462.96,0.11,23.92,Client_O_14,Healthcare
INV00691,C014,84900.0,2024-03-11,2024-05-10,2024-05-09,paid,-1.0,59.0,731,-671,-0.3333333333333333,1.1547005383792517,-0.07,48.0,27,105462.96,0.11,23.92,Client_O_14,Healthcare
INV00911,C014,26700.0,2024-03-17,2024-04-01,2024-03-28,paid,-4.0,11.0,725,-710,-1.25,2.0615528128088303,-0.07,48.0,27,105462.96,0.11,23.92,Client_O_14,Healthcare
INV00359,C014,26400.0,2024-03-31,2024-05-30,2024-05-29,paid,-1.0,59.0,711,-651,-1.2,1.7888543819998317,-0.07,48.0,27,105462.96,0.11,23.92,Client_O_14,Healthcare
INV00459,C014,136400.0,2024-04-30,2024-06-14,2024-06-09,paid,-5.0,40.0,681,-636,-2.4,1.949358868961793,-0.07,48.0,27,105462.96,0.11,23.92,Client_O_14,Healthcare
INV00032,C014,157900.0,2024-05-08,2024-06-07,2024-06-03,paid,-4.0,26.0,673,-643,-3.0,1.8708286933869707,-0.07,48.0,27,105462.96,0.11,23.92,Client_O_14,Healthcare
INV00656,C014,105400.0,2024-05-23,2024-06-07,2024-06-05,paid,-2.0,13.0,658,-643,-3.2,1.6431676725154984,-0.07,48.0,27,105462.96,0.11,23.92,Client_O_14,Healthcare
INV00689,C014,90900.0,2024-07-03,2024-07-18,2024-07-15,paid,-3.0,12.0,617,-602,-3.0,1.5811388300841898,-0.07,48.0,27,105462.96,0.11,23.92,Client_O_14,Healthcare
INV01065,C014,550900.0,2024-07-30,2024-09-28,2024-09-26,paid,-2.0,58.0,590,-530,-3.2,1.3038404810405297,-0.07,48.0,27,105462.96,0.11,23.92,Client_O_14,Healthcare
INV00595,C014,83600.0,2024-09-10,2024-11-09,2024-11-07,paid,-2.0,58.0,548,-488,-2.6,0.8944271909999161,-0.07,48.0,27,105462.96,0.11,23.92,Client_O_14,Healthcare
INV01094,C014,87100.0,2024-09-30,2024-10-30,2024-10-25,paid,-5.0,25.0,528,-498,-2.8,1.30384048104053,-0.07,48.0,27,105462.96,0.11,23.92,Client_O_14,Healthcare
INV00977,C014,55900.0,2024-10-10,2024-11-24,2024-11-22,paid,-2.0,43.0,518,-473,-2.8,1.30384048104053,-0.07,48.0,27,105462.96,0.11,23.92,Client_O_14,Healthcare
INV00209,C014,22600.0,2024-11-10,2024-12-25,2024-12-22,paid,-3.0,42.0,487,-442,-2.8,1.30384048104053,-0.07,48.0,27,105462.96,0.11,23.92,Client_O_14,Healthcare
INV01082,C014,44300.0,2024-11-25,2025-01-24,2025-01-20,paid,-4.0,56.0,472,-412,-3.2,1.30384048104053,-0.07,48.0,27,105462.96,0.11,23.92,Client_O_14,Healthcare
INV00439,C014,23400.0,2025-01-11,2025-03-12,2025-03-07,paid,-5.0,55.0,425,-365,-3.8,1.30384048104053,-0.07,48.0,27,105462.96,0.11,23.92,Client_O_14,Healthcare
INV01042,C014,45500.0,2025-01-29,2025-03-30,2025-03-25,paid,-5.0,55.0,407,-347,-3.8,1.30384048104053,-0.07,48.0,27,105462.96,0.11,23.92,Client_O_14,Healthcare
INV00356,C014,21100.0,2025-02-18,2025-04-19,2025-04-16,paid,-3.0,57.0,387,-327,-4.0,1.0000000000000002,-0.07,48.0,27,105462.96,0.11,23.92,Client_O_14,Healthcare
INV00944,C014,30400.0,2025-02-24,2025-04-10,2025-04-07,paid,-3.0,42.0,381,-336,-4.0,1.0000000000000002,-0.07,48.0,27,105462.96,0.11,23.92,Client_O_14,Healthcare
INV00322,C014,458000.0,2025-03-01,2025-03-16,2025-03-14,paid,-2.0,13.0,376,-361,-3.6,1.341640786499874,-0.07,48.0,27,105462.96,0.11,23.92,Client_O_14,Healthcare
INV00296,C014,104700.0,2025-03-31,2025-04-30,2025-04-30,paid,0.0,30.0,346,-316,-2.6,1.8165902124584954,-0.07,48.0,27,105462.96,0.11,23.92,Client_O_14,Healthcare
INV00126,C014,103100.0,2025-04-05,2025-05-20,2025-05-15,paid,-5.0,40.0,341,-296,-2.6,1.8165902124584954,-0.07,48.0,27,105462.96,0.11,23.92,Client_O_14,Healthcare
INV00505,C014,57300.0,2025-04-26,2025-06-10,2025-06-10,paid,0.0,45.0,320,-275,-2.0,2.121320343559643,-0.07,48.0,27,105462.96,0.11,23.92,Client_O_14,Healthcare
INV01020,C014,31600.0,2025-07-14,2025-08-28,2025-08-27,paid,-1.0,44.0,241,-196,-1.6,2.0736441353327724,-0.07,48.0,27,105462.96,0.11,23.92,Client_O_14,Healthcare
INV01113,C014,155600.0,2025-07-17,2025-08-31,2025-09-15,overdue,15.0,60.0,238,-193,1.8,7.661592523751182,-0.07,48.0,27,105462.96,0.11,23.92,Client_O_14,Healthcare
INV00893,C014,71500.0,2025-07-29,2025-09-12,2025-10-30,overdue,48.0,93.0,226,-181,11.4,21.824298385056963,-0.07,48.0,27,105462.96,0.11,23.92,Client_O_14,Healthcare
INV00728,C014,100000.0,2025-10-22,2025-11-21,2025-11-18,paid,-3.0,27.0,141,-111,11.8,21.463923220138483,-0.07,48.0,27,105462.96,0.11,23.92,Client_O_14,Healthcare
INV01141,C015,62000.0,2024-02-01,2024-04-01,2024-04-06,overdue,5.0,65.0,770,-710,5.0,0.0,2.35,53.0,23,130243.48,0.35,27.23,Client_P_15,Manufacturing
INV01190,C015,101700.0,2024-04-26,2024-06-25,2024-06-22,paid,-3.0,57.0,685,-625,1.0,5.656854249492381,2.35,53.0,23,130243.48,0.35,27.23,Client_P_15,Manufacturing
INV00863,C015,36600.0,2024-06-25,2024-08-09,2024-08-11,overdue,2.0,47.0,625,-580,1.3333333333333333,4.041451884327381,2.35,53.0,23,130243.48,0.35,27.23,Client_P_15,Manufacturing
INV00458,C015,32700.0,2024-07-09,2024-09-07,2024-09-03,paid,-4.0,56.0,611,-551,0.0,4.242640687119285,2.35,53.0,23,130243.48,0.35,27.23,Client_P_15,Manufacturing
INV00069,C015,1092900.0,2024-08-06,2024-09-20,2024-09-27,overdue,7.0,52.0,583,-538,1.4,4.827007354458868,2.35,53.0,23,130243.48,0.35,27.23,Client_P_15,Manufacturing
INV00876,C015,16400.0,2024-09-03,2024-10-18,2024-10-13,paid,-5.0,40.0,555,-510,-0.6,5.029910535983716,2.35,53.0,23,130243.48,0.35,27.23,Client_P_15,Manufacturing
INV00701,C015,30800.0,2024-09-21,2024-10-21,2024-10-17,paid,-4.0,26.0,537,-507,-0.8,5.167204273105525,2.35,53.0,23,130243.48,0.35,27.23,Client_P_15,Manufacturing
INV00227,C015,186700.0,2024-09-30,2024-10-30,2024-10-27,paid,-3.0,27.0,528,-498,-1.8,4.969909455915671,2.35,53.0,23,130243.48,0.35,27.23,Client_P_15,Manufacturing
INV00203,C015,140000.0,2024-10-25,2024-11-09,2024-11-04,paid,-5.0,10.0,503,-488,-2.0,5.0990195135927845,2.35,53.0,23,130243.48,0.35,27.23,Client_P_15,Manufacturing
INV00057,C015,203000.0,2024-10-30,2024-11-29,2024-11-25,paid,-4.0,26.0,498,-468,-4.2,0.8366600265340735,2.35,53.0,23,130243.48,0.35,27.23,Client_P_15,Manufacturing
INV00210,C015,37200.0,2024-11-07,2025-01-06,2025-01-02,paid,-4.0,56.0,490,-430,-4.0,0.707106781186545,2.35,53.0,23,130243.48,0.35,27.23,Client_P_15,Manufacturing
INV00266,C015,89300.0,2025-01-28,2025-03-29,2025-04-02,overdue,4.0,64.0,408,-348,-2.4,3.6469165057620936,2.35,53.0,23,130243.48,0.35,27.23,Client_P_15,Manufacturing
INV00223,C015,15000.0,2025-02-17,2025-03-04,2025-02-28,paid,-4.0,11.0,388,-373,-2.6,3.7148351242013415,2.35,53.0,23,130243.48,0.35,27.23,Client_P_15,Manufacturing
INV00410,C015,143200.0,2025-02-28,2025-03-15,2025-03-13,paid,-2.0,13.0,377,-362,-2.0,3.464101615137754,2.35,53.0,23,130243.48,0.35,27.23,Client_P_15,Manufacturing
INV00608,C015,140100.0,2025-03-02,2025-05-01,2025-06-23,overdue,53.0,113.0,375,-315,9.4,24.592681838303037,2.35,53.0,23,130243.48,0.35,27.23,Client_P_15,Manufacturing
INV00804,C015,36500.0,2025-03-20,2025-04-04,2025-03-31,paid,-4.0,11.0,357,-342,9.4,24.592681838303037,2.35,53.0,23,130243.48,0.35,27.23,Client_P_15,Manufacturing
INV00741,C015,41400.0,2025-04-05,2025-05-20,2025-05-20,paid,0.0,45.0,341,-296,8.6,24.875690945177787,2.35,53.0,23,130243.48,0.35,27.23,Client_P_15,Manufacturing
INV01000,C015,294000.0,2025-04-07,2025-05-22,2025-06-01,overdue,10.0,55.0,339,-294,11.4,23.870483866063545,2.35,53.0,23,130243.48,0.35,27.23,Client_P_15,Manufacturing
INV00436,C015,109300.0,2025-04-29,2025-06-13,2025-06-22,overdue,9.0,54.0,317,-272,13.6,22.810085488660494,2.35,53.0,23,130243.48,0.35,27.23,Client_P_15,Manufacturing
INV01172,C015,29100.0,2025-05-28,2025-06-12,2025-06-08,paid,-4.0,11.0,288,-273,2.2,6.870225614927076,2.35,53.0,23,130243.48,0.35,27.23,Client_P_15,Manufacturing
INV00007,C015,53400.0,2025-06-30,2025-07-30,2025-08-11,overdue,12.0,42.0,255,-225,5.4,6.9856996786292,2.35,53.0,23,130243.48,0.35,27.23,Client_P_15,Manufacturing
INV00009,C015,78700.0,2025-07-24,2025-08-23,2025-08-23,paid,0.0,30.0,231,-201,5.4,6.9856996786292,2.35,53.0,23,130243.48,0.35,27.23,Client_P_15,Manufacturing
INV00294,C015,25600.0,2025-09-22,2025-11-21,2025-11-19,paid,-2.0,58.0,171,-111,3.0,7.0710678118654835,2.35,53.0,23,130243.48,0.35,27.23,Client_P_15,Manufacturing
INV01004,C016,160500.0,2024-02-08,2024-03-09,2024-03-09,paid,0.0,30.0,763,-733,0.0,0.0,0.24,36.0,21,147909.52,0.14,30.75,Client_Q_16,Manufacturing
INV01037,C016,257300.0,2024-02-16,2024-03-02,2024-02-26,paid,-5.0,10.0,755,-740,-2.5,3.5355339059327378,0.24,36.0,21,147909.52,0.14,30.75,Client_Q_16,Manufacturing
INV00771,C016,67000.0,2024-03-20,2024-04-19,2024-04-15,paid,-4.0,26.0,722,-692,-3.0,2.6457513110645907,0.24,36.0,21,147909.52,0.14,30.75,Client_Q_16,Manufacturing
INV00705,C016,33000.0,2024-04-28,2024-05-28,2024-05-26,paid,-2.0,28.0,683,-653,-2.75,2.217355782608345,0.24,36.0,21,147909.52,0.14,30.75,Client_Q_16,Manufacturing
INV00969,C016,159000.0,2024-05-15,2024-06-14,2024-06-14,paid,0.0,30.0,666,-636,-2.2,2.280350850198276,0.24,36.0,21,147909.52,0.14,30.75,Client_Q_16,Manufacturing
INV00181,C016,32800.0,2024-07-16,2024-08-30,2024-09-12,overdue,13.0,58.0,604,-559,0.4,7.3006848993775915,0.24,36.0,21,147909.52,0.14,30.75,Client_Q_16,Manufacturing
INV00927,C016,363600.0,2024-08-19,2024-10-03,2024-10-02,paid,-1.0,44.0,570,-525,1.2,6.760177512462229,0.24,36.0,21,147909.52,0.14,30.75,Client_Q_16,Manufacturing
INV01053,C016,67300.0,2024-09-11,2024-11-10,2024-11-05,paid,-5.0,55.0,547,-487,1.0,6.96419413859206,0.24,36.0,21,147909.52,0.14,30.75,Client_Q_16,Manufacturing
INV01083,C016,488400.0,2024-09-11,2024-10-26,2024-10-24,paid,-2.0,43.0,547,-502,1.0,6.96419413859206,0.24,36.0,21,147909.52,0.14,30.75,Client_Q_16,Manufacturing
INV00340,C016,81000.0,2024-12-15,2025-01-14,2025-01-09,paid,-5.0,25.0,452,-422,0.0,7.483314773547883,0.24,36.0,21,147909.52,0.14,30.75,Client_Q_16,Manufacturing
INV00093,C016,64400.0,2024-12-24,2025-02-07,2025-02-06,paid,-1.0,44.0,443,-398,-2.8,2.04939015319192,0.24,36.0,21,147909.52,0.14,30.75,Client_Q_16,Manufacturing
INV00576,C016,632200.0,2025-01-05,2025-01-20,2025-01-20,paid,0.0,15.0,431,-416,-2.6,2.302172886644268,0.24,36.0,21,147909.52,0.14,30.75,Client_Q_16,Manufacturing
INV00282,C016,108500.0,2025-01-09,2025-01-24,2025-01-24,paid,0.0,15.0,427,-412,-1.6,2.0736441353327724,0.24,36.0,21,147909.52,0.14,30.75,Client_Q_16,Manufacturing
INV00494,C016,152800.0,2025-01-14,2025-01-29,2025-03-06,overdue,36.0,51.0,422,-407,6.0,16.896745248715803,0.24,36.0,21,147909.52,0.14,30.75,Client_Q_16,Manufacturing
INV00388,C016,113200.0,2025-02-05,2025-03-07,2025-03-07,paid,0.0,30.0,400,-370,7.0,16.217274740226856,0.24,36.0,21,147909.52,0.14,30.75,Client_Q_16,Manufacturing
INV00351,C016,73400.0,2025-03-16,2025-04-15,2025-04-19,overdue,4.0,34.0,361,-331,8.0,15.748015748023622,0.24,36.0,21,147909.52,0.14,30.75,Client_Q_16,Manufacturing
INV00165,C016,43800.0,2025-05-10,2025-07-09,2025-07-04,paid,-5.0,55.0,306,-246,7.0,16.522711641858304,0.24,36.0,21,147909.52,0.14,30.75,Client_Q_16,Manufacturing
INV01051,C016,68700.0,2025-06-21,2025-07-21,2025-07-16,paid,-5.0,25.0,264,-234,6.0,17.190113437671084,0.24,36.0,21,147909.52,0.14,30.75,Client_Q_16,Manufacturing
INV00548,C016,72000.0,2025-07-17,2025-08-16,2025-08-13,paid,-3.0,27.0,238,-208,-1.8,3.8340579025361627,0.24,36.0,21,147909.52,0.14,30.75,Client_Q_16,Manufacturing
INV00429,C016,47700.0,2025-10-05,2025-10-20,2025-10-15,paid,-5.0,10.0,158,-143,-2.8,3.8987177379235853,0.24,36.0,21,147909.52,0.14,30.75,Client_Q_16,Manufacturing
INV00261,C016,19500.0,2025-10-15,2025-11-29,2025-11-24,paid,-5.0,40.0,148,-103,-4.6,0.8944271909999159,0.24,36.0,21,147909.52,0.14,30.75,Client_Q_16,Manufacturing
INV00159,C017,197500.0,2024-02-12,2024-03-28,2024-03-23,paid,-5.0,40.0,759,-714,-5.0,0.0,-0.65,21.0,23,173234.78,0.13,26.82,Client_R_17,Real Estate
INV01009,C017,447900.0,2024-02-16,2024-04-01,2024-03-29,paid,-3.0,42.0,755,-710,-4.0,1.4142135623730951,-0.65,21.0,23,173234.78,0.13,26.82,Client_R_17,Real Estate
INV01137,C017,146900.0,2024-03-05,2024-03-20,2024-03-20,paid,0.0,15.0,737,-722,-2.6666666666666665,2.5166114784235836,-0.65,21.0,23,173234.78,0.13,26.82,Client_R_17,Real Estate
INV00375,C017,105600.0,2024-04-02,2024-06-01,2024-05-28,paid,-4.0,56.0,709,-649,-3.0,2.160246899469287,-0.65,21.0,23,173234.78,0.13,26.82,Client_R_17,Real Estate
INV00299,C017,148000.0,2024-04-03,2024-05-03,2024-04-29,paid,-4.0,26.0,708,-678,-3.2,1.9235384061671346,-0.65,21.0,23,173234.78,0.13,26.82,Client_R_17,Real Estate
INV00664,C017,708800.0,2024-06-06,2024-08-05,2024-07-31,paid,-5.0,55.0,644,-584,-3.2,1.9235384061671346,-0.65,21.0,23,173234.78,0.13,26.82,Client_R_17,Real Estate
INV00450,C017,27900.0,2024-06-12,2024-06-27,2024-07-18,overdue,21.0,36.0,638,-623,1.6,11.013627921806693,-0.65,21.0,23,173234.78,0.13,26.82,Client_R_17,Real Estate
INV00089,C017,67100.0,2024-07-02,2024-08-16,2024-08-13,paid,-3.0,42.0,618,-573,1.0,11.20267825120404,-0.65,21.0,23,173234.78,0.13,26.82,Client_R_17,Real Estate
INV00868,C017,56100.0,2024-07-23,2024-08-22,2024-08-18,paid,-4.0,26.0,597,-567,1.0,11.20267825120404,-0.65,21.0,23,173234.78,0.13,26.82,Client_R_17,Real Estate
INV00006,C017,197000.0,2024-09-30,2024-10-15,2024-10-14,paid,-1.0,14.0,528,-513,1.6,10.945318634009702,-0.65,21.0,23,173234.78,0.13,26.82,Client_R_17,Real Estate
INV00541,C017,446300.0,2024-10-21,2024-11-05,2024-11-02,paid,-3.0,12.0,507,-492,2.0,10.677078252031311,-0.65,21.0,23,173234.78,0.13,26.82,Client_R_17,Real Estate
INV00677,C017,133200.0,2024-11-02,2025-01-01,2024-12-30,paid,-2.0,58.0,495,-435,-2.6,1.140175425099138,-0.65,21.0,23,173234.78,0.13,26.82,Client_R_17,Real Estate
INV00938,C017,88500.0,2024-11-23,2024-12-08,2024-12-27,overdue,19.0,34.0,474,-459,1.8,9.67987603226405,-0.65,21.0,23,173234.78,0.13,26.82,Client_R_17,Real Estate
INV00047,C017,99900.0,2024-12-13,2024-12-28,2024-12-27,paid,-1.0,14.0,454,-439,2.4,9.316651759081692,-0.65,21.0,23,173234.78,0.13,26.82,Client_R_17,Real Estate
INV00773,C017,82500.0,2024-12-17,2025-01-01,2024-12-29,paid,-3.0,12.0,450,-435,2.0,9.539392014169456,-0.65,21.0,23,173234.78,0.13,26.82,Client_R_17,Real Estate
INV01012,C017,35100.0,2025-01-02,2025-02-01,2025-02-02,overdue,1.0,31.0,434,-404,2.8,9.17605579756357,-0.65,21.0,23,173234.78,0.13,26.82,Client_R_17,Real Estate
INV00613,C017,393200.0,2025-02-01,2025-03-03,2025-03-01,paid,-2.0,28.0,404,-374,2.8,9.17605579756357,-0.65,21.0,23,173234.78,0.13,26.82,Client_R_17,Real Estate
INV00932,C017,23900.0,2025-02-08,2025-02-23,2025-02-19,paid,-4.0,11.0,397,-382,-1.8,1.9235384061671346,-0.65,21.0,23,173234.78,0.13,26.82,Client_R_17,Real Estate
INV01168,C017,164400.0,2025-02-18,2025-03-20,2025-03-16,paid,-4.0,26.0,387,-357,-2.4,2.073644135332772,-0.65,21.0,23,173234.78,0.13,26.82,Client_R_17,Real Estate
INV00756,C017,43800.0,2025-04-10,2025-06-09,2025-06-09,paid,0.0,60.0,336,-276,-1.8,2.280350850198276,-0.65,21.0,23,173234.78,0.13,26.82,Client_R_17,Real Estate
INV00797,C017,196700.0,2025-06-02,2025-07-17,2025-07-13,paid,-4.0,41.0,283,-238,-2.8,1.788854381999832,-0.65,21.0,23,173234.78,0.13,26.82,Client_R_17,Real Estate
INV00964,C017,53700.0,2025-08-23,2025-10-07,2025-10-05,paid,-2.0,43.0,201,-156,-2.8,1.7888543819998322,-0.65,21.0,23,173234.78,0.13,26.82,Client_R_17,Real Estate
INV00358,C017,120400.0,2025-09-24,2025-11-23,2025-11-21,paid,-2.0,58.0,169,-109,-2.4,1.6733200530681513,-0.65,21.0,23,173234.78,0.13,26.82,Client_R_17,Real Estate
INV00968,C017,38300.0,2025-10-29,2025-12-28,,pending,,,134,-74,-2.0,1.6329931618554525,-0.65,21.0,23,173234.78,0.13,26.82,Client_R_17,Real Estate
INV00869,C018,35000.0,2024-01-20,2024-03-20,2024-03-18,paid,-2.0,58.0,782,-722,-2.0,0.0,2.09,32.0,33,126600.0,0.21,19.53,Client_S_18,Consultancy
INV00805,C018,22100.0,2024-02-26,2024-04-11,2024-04-06,paid,-5.0,40.0,745,-700,-3.5,2.1213203435596424,2.09,32.0,33,126600.0,0.21,19.53,Client_S_18,Consultancy
INV00490,C018,39900.0,2024-03-02,2024-04-01,2024-03-29,paid,-3.0,27.0,740,-710,-3.3333333333333335,1.5275252316519468,2.09,32.0,33,126600.0,0.21,19.53,Client_S_18,Consultancy
INV01132,C018,163500.0,2024-03-30,2024-04-14,2024-05-15,overdue,31.0,46.0,712,-697,5.25,17.211914478058507,2.09,32.0,33,126600.0,0.21,19.53,Client_S_18,Consultancy
INV00847,C018,24700.0,2024-04-02,2024-05-02,2024-04-30,paid,-2.0,28.0,709,-679,3.8,15.254507530562892,2.09,32.0,33,126600.0,0.21,19.53,Client_S_18,Consultancy
INV00218,C018,36100.0,2024-04-03,2024-06-02,2024-05-31,paid,-2.0,58.0,708,-648,3.8,15.254507530562892,2.09,32.0,33,126600.0,0.21,19.53,Client_S_18,Consultancy
INV00254,C018,26100.0,2024-04-12,2024-06-11,2024-07-13,overdue,32.0,92.0,699,-639,11.2,18.539147768977948,2.09,32.0,33,126600.0,0.21,19.53,Client_S_18,Consultancy
INV00330,C018,414100.0,2024-04-16,2024-05-16,2024-06-13,overdue,28.0,58.0,695,-665,17.4,17.770762504743573,2.09,32.0,33,126600.0,0.21,19.53,Client_S_18,Consultancy
INV00408,C018,201800.0,2024-05-30,2024-07-29,2024-08-08,overdue,10.0,70.0,651,-591,13.2,16.16168308066954,2.09,32.0,33,126600.0,0.21,19.53,Client_S_18,Consultancy
INV00578,C018,193000.0,2024-06-17,2024-08-01,2024-07-29,paid,-3.0,42.0,633,-588,13.0,16.401219466856727,2.09,32.0,33,126600.0,0.21,19.53,Client_S_18,Consultancy
INV00052,C018,69500.0,2024-06-19,2024-08-18,2024-08-17,paid,-1.0,59.0,631,-571,13.2,16.17714437099453,2.09,32.0,33,126600.0,0.21,19.53,Client_S_18,Consultancy
INV00531,C018,229300.0,2024-07-31,2024-09-14,2024-09-11,paid,-3.0,42.0,589,-544,6.2,13.33041634758645,2.09,32.0,33,126600.0,0.21,19.53,Client_S_18,Consultancy
INV00116,C018,168900.0,2024-09-07,2024-11-06,2024-11-06,paid,0.0,60.0,551,-491,0.6,5.412947441089746,2.09,32.0,33,126600.0,0.21,19.53,Client_S_18,Consultancy
INV00760,C018,53400.0,2024-10-01,2024-11-15,2024-11-13,paid,-2.0,43.0,527,-482,-1.8,1.3038404810405406,2.09,32.0,33,126600.0,0.21,19.53,Client_S_18,Consultancy
INV00237,C018,232700.0,2024-12-14,2025-01-28,2025-01-26,paid,-2.0,43.0,453,-408,-1.6,1.1401754250991505,2.09,32.0,33,126600.0,0.21,19.53,Client_S_18,Consultancy
INV00667,C018,385600.0,2025-01-03,2025-02-17,2025-02-23,overdue,6.0,51.0,433,-388,-0.2,3.633180424916994,2.09,32.0,33,126600.0,0.21,19.53,Client_S_18,Consultancy
INV00497,C018,174300.0,2025-01-28,2025-03-29,2025-04-25,overdue,27.0,87.0,408,-348,5.8,12.296340919151518,2.09,32.0,33,126600.0,0.21,19.53,Client_S_18,Consultancy
INV00721,C018,80600.0,2025-02-05,2025-02-20,2025-02-17,paid,-3.0,12.0,400,-385,5.2,12.716131487209466,2.09,32.0,33,126600.0,0.21,19.53,Client_S_18,Consultancy
INV00132,C018,106500.0,2025-02-28,2025-04-29,2025-04-26,paid,-3.0,57.0,377,-317,5.0,12.864680330268609,2.09,32.0,33,126600.0,0.21,19.53,Client_S_18,Consultancy
INV00446,C018,234900.0,2025-03-12,2025-04-11,2025-04-09,paid,-2.0,28.0,365,-335,5.0,12.864680330268609,2.09,32.0,33,126600.0,0.21,19.53,Client_S_18,Consultancy
INV00055,C018,115200.0,2025-04-10,2025-05-25,2025-05-20,paid,-5.0,40.0,336,-291,2.8,13.572030061858838,2.09,32.0,33,126600.0,0.21,19.53,Client_S_18,Consultancy
INV00243,C018,209700.0,2025-04-29,2025-06-28,2025-06-23,paid,-5.0,55.0,317,-257,-3.6,1.3416407864998843,2.09,32.0,33,126600.0,0.21,19.53,Client_S_18,Consultancy
INV00403,C018,37800.0,2025-05-29,2025-07-28,2025-07-27,paid,-1.0,59.0,287,-227,-3.2,1.7888543819998397,2.09,32.0,33,126600.0,0.21,19.53,Client_S_18,Consultancy
INV00961,C018,44800.0,2025-06-01,2025-07-31,2025-07-31,paid,0.0,60.0,284,-224,-2.6,2.302172886644274,2.09,32.0,33,126600.0,0.21,19.53,Client_S_18,Consultancy
INV01167,C018,191000.0,2025-06-03,2025-06-18,2025-06-14,paid,-4.0,11.0,282,-267,-3.0,2.345207879911721,2.09,32.0,33,126600.0,0.21,19.53,Client_S_18,Consultancy
INV01067,C018,114100.0,2025-07-27,2025-09-25,2025-09-23,paid,-2.0,58.0,228,-168,-2.4,2.073644135332779,2.09,32.0,33,126600.0,0.21,19.53,Client_S_18,Consultancy
INV01090,C018,16800.0,2025-07-29,2025-09-27,2025-09-22,paid,-5.0,55.0,226,-166,-2.4,2.073644135332779,2.09,32.0,33,126600.0,0.21,19.53,Client_S_18,Consultancy
INV01175,C018,110000.0,2025-08-02,2025-09-01,2025-08-29,paid,-3.0,27.0,222,-192,-2.8,1.9235384061671421,2.09,32.0,33,126600.0,0.21,19.53,Client_S_18,Consultancy
INV00793,C018,144800.0,2025-08-05,2025-10-04,2025-09-29,paid,-5.0,55.0,219,-159,-3.8,1.3038404810405413,2.09,32.0,33,126600.0,0.21,19.53,Client_S_18,Consultancy
INV01171,C018,40300.0,2025-08-26,2025-10-10,2025-10-18,overdue,8.0,53.0,198,-153,-1.4,5.412947441089746,2.09,32.0,33,126600.0,0.21,19.53,Client_S_18,Consultancy
INV00383,C018,61000.0,2025-09-04,2025-09-19,2025-09-14,paid,-5.0,10.0,189,-174,-2.0,5.656854249492382,2.09,32.0,33,126600.0,0.21,19.53,Client_S_18,Consultancy
INV00169,C018,29900.0,2025-09-16,2025-11-15,2025-11-12,paid,-3.0,57.0,177,-117,-1.6,5.458937625582475,2.09,32.0,33,126600.0,0.21,19.53,Client_S_18,Consultancy
INV00522,C018,170400.0,2025-10-06,2025-10-21,2025-10-19,paid,-2.0,13.0,157,-142,-1.4,5.412947441089746,2.09,32.0,33,126600.0,0.21,19.53,Client_S_18,Consultancy
INV00188,C018,25800.0,2025-10-15,2025-12-14,,pending,,,148,-88,-0.5,5.802298395176407,2.09,32.0,33,126600.0,0.21,19.53,Client_S_18,Consultancy
INV01131,C019,211600.0,2024-01-25,2024-03-25,2024-03-25,paid,0.0,60.0,777,-717,0.0,0.0,4.57,90.0,35,86931.43,0.23,18.79,Client_T_19,Technology
INV00099,C019,114800.0,2024-02-09,2024-02-24,2024-02-22,paid,-2.0,13.0,762,-747,-1.0,1.4142135623730951,4.57,90.0,35,86931.43,0.23,18.79,Client_T_19,Technology
INV00002,C019,18600.0,2024-03-12,2024-03-27,2024-03-25,paid,-2.0,13.0,730,-715,-1.3333333333333333,1.1547005383792517,4.57,90.0,35,86931.43,0.23,18.79,Client_T_19,Technology
